* Measurement data measured by REW V5.20.9
* Source:
* Format:
* Dated: 2022/08/25 23:21:28
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note:
* Measurement: SSP L 7K
* Smoothing: 1/24 octave
* Frequency Step: 1/96 octave
* Start Frequency: 9.928 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
617.307190 67.565 179.0277
621.780457 67.541 179.4151
626.286133 67.518 179.7962
630.824463 67.496 -179.8212
635.395691 67.474 -179.4262
640.000000 67.452 -179.0123
644.637695 67.429 -178.5832
649.309021 67.406 -178.1500
654.014160 67.383 -177.7202
658.753418 67.361 -177.2890
663.527039 67.341 -176.8485
668.335205 67.323 -176.3988
673.178284 67.309 -175.9458
678.056396 67.296 -175.4930
682.969849 67.280 -175.0409
687.918945 67.259 -174.5862
692.903870 67.234 -174.1252
697.924927 67.210 -173.6610
702.982422 67.190 -173.1979
708.076477 67.172 -172.7331
713.207520 67.155 -172.2612
718.375732 67.138 -171.7804
723.581360 67.124 -171.2897
728.824707 67.111 -170.7894
734.106079 67.099 -170.2824
739.425720 67.088 -169.7738
744.783936 67.078 -169.2660
750.180908 67.069 -168.7555
755.617065 67.061 -168.2377
761.092529 67.053 -167.7125
766.607727 67.046 -167.1787
772.162903 67.040 -166.6354
777.758301 67.036 -166.0856
783.394287 67.032 -165.5333
789.071045 67.028 -164.9807
794.789001 67.026 -164.4275
800.548340 67.025 -163.8715
806.349487 67.025 -163.3095
812.192627 67.026 -162.7383
818.078125 67.025 -162.1571
824.006226 67.023 -161.5674
829.977295 67.022 -160.9724
835.991699 67.023 -160.3766
842.049622 67.027 -159.7800
848.151428 67.032 -159.1770
854.297485 67.040 -158.5677
860.488098 67.049 -157.9584
866.723572 67.060 -157.3512
873.004211 67.072 -156.7412
879.330322 67.087 -156.1253
885.702332 67.103 -155.5074
892.120483 67.120 -154.8935
898.585144 67.135 -154.2818
905.096680 67.152 -153.6630
911.655396 67.171 -153.0342
918.261597 67.194 -152.3995
924.915710 67.221 -151.7607
931.618042 67.249 -151.1167
938.368896 67.278 -150.4700
945.168762 67.307 -149.8251
952.017822 67.337 -149.1846
958.916504 67.370 -148.5480
965.865234 67.406 -147.9135
972.864319 67.443 -147.2817
979.914062 67.484 -146.6552
987.014954 67.527 -146.0356
994.167236 67.574 -145.4227
1001.371399 67.624 -144.8171
1008.627747 67.678 -144.2186
1015.936646 67.734 -143.6264
1023.298584 67.792 -143.0438
1030.713867 67.852 -142.4777
1038.182739 67.914 -141.9309
1045.705933 67.975 -141.4019
1053.283447 68.037 -140.8894
1060.916016 68.099 -140.3947
1068.603882 68.162 -139.9215
1076.347412 68.226 -139.4724
1084.147095 68.289 -139.0447
1092.003296 68.353 -138.6344
1099.916382 68.416 -138.2396
1107.886841 68.479 -137.8592
1115.915039 68.543 -137.4888
1124.001343 68.607 -137.1249
1132.146362 68.671 -136.7697
1140.350342 68.734 -136.4281
1148.613770 68.796 -136.1030
1156.937134 68.857 -135.7937
1165.320801 68.916 -135.4957
1173.765137 68.973 -135.2022
1182.270752 69.028 -134.9094
1190.838013 69.082 -134.6186
1199.467285 69.134 -134.3320
1208.159180 69.185 -134.0488
1216.913940 69.234 -133.7666
