* Measurement data measured by REW V5.20.9
* Source:
* Format:
* Dated: 2022/08/20 13:48:29
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note:
* Measurement: SSP R
* Smoothing: 1/24 octave
* Frequency Step: 1/96 octave
* Start Frequency: 9.928 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
9.928058 69.986 -30.0688
10.000000 70.004 -30.2909
10.072464 70.021 -30.5775
10.145453 70.039 -30.9334
10.218971 70.057 -31.3634
10.293022 70.080 -31.8835
10.367610 70.113 -32.5342
10.442738 70.149 -33.2702
10.518411 70.186 -34.0327
10.594631 70.223 -34.7604
10.671404 70.256 -35.4105
10.748734 70.287 -36.0233
10.826623 70.319 -36.6173
10.905077 70.351 -37.2079
10.984100 70.387 -37.8111
11.063695 70.428 -38.4266
11.143867 70.472 -39.0441
11.224621 70.518 -39.6679
11.305959 70.565 -40.3027
11.387886 70.610 -40.9537
11.470407 70.656 -41.6235
11.553527 70.702 -42.3058
11.637249 70.748 -42.9923
11.721577 70.794 -43.6748
11.806517 70.838 -44.3522
11.892071 70.882 -45.0291
11.978246 70.925 -45.7063
12.065045 70.970 -46.3848
12.152473 71.016 -47.0664
12.240536 71.063 -47.7513
12.329235 71.111 -48.4357
12.418578 71.158 -49.1160
12.508568 71.203 -49.7904
12.599211 71.246 -50.4628
12.690510 71.289 -51.1292
12.782471 71.331 -51.7848
12.875097 71.373 -52.4262
12.968395 71.412 -53.0568
13.062370 71.452 -53.6745
13.157025 71.493 -54.2769
13.252366 71.536 -54.8612
13.348398 71.580 -55.4278
13.445127 71.626 -55.9790
13.542556 71.674 -56.5171
13.640691 71.724 -57.0398
13.739536 71.776 -57.5460
13.839099 71.829 -58.0425
13.939383 71.883 -58.5359
14.040393 71.938 -59.0223
14.142136 71.993 -59.5024
14.244616 72.048 -59.9820
14.347837 72.102 -60.4648
14.451808 72.153 -60.9477
14.556532 72.204 -61.4315
14.662014 72.254 -61.9171
14.768262 72.302 -62.4057
14.875278 72.350 -62.8959
14.983070 72.398 -63.3854
15.091644 72.448 -63.8732
15.201005 72.500 -64.3604
15.311157 72.552 -64.8453
15.422109 72.604 -65.3261
15.533863 72.657 -65.8030
15.646428 72.709 -66.2763
15.759809 72.757 -66.7464
15.874010 72.800 -67.2124
15.989040 72.840 -67.6750
16.104904 72.878 -68.1359
16.221605 72.912 -68.5948
16.339155 72.944 -69.0515
16.457554 72.977 -69.5099
16.576813 73.013 -69.9706
16.696936 73.051 -70.4325
16.817928 73.089 -70.9021
16.939798 73.131 -71.3826
17.062551 73.174 -71.8714
17.186193 73.217 -72.3754
17.310732 73.258 -72.8989
17.436172 73.298 -73.4398
17.562521 73.335 -73.9984
17.689787 73.369 -74.5776
17.817974 73.399 -75.1758
17.947090 73.427 -75.7837
18.077143 73.451 -76.4020
18.208138 73.473 -77.0290
18.340080 73.495 -77.6520
18.472980 73.516 -78.2711
18.606844 73.537 -78.8867
18.741676 73.560 -79.4946
18.877487 73.585 -80.0936
19.014280 73.612 -80.6917
19.152065 73.641 -81.2928
19.290850 73.672 -81.8955
19.430639 73.705 -82.5107
19.571442 73.739 -83.1410
19.713264 73.773 -83.7840
19.856115 73.806 -84.4413
20.000000 73.839 -85.1146
20.144928 73.869 -85.7901
20.290907 73.896 -86.4670
20.437943 73.921 -87.1397
20.586044 73.943 -87.7900
20.735220 73.962 -88.4217
20.885475 73.983 -89.0259
21.036821 74.006 -89.5947
21.189262 74.033 -90.1374
21.342808 74.068 -90.6600
21.497467 74.110 -91.1611
21.653246 74.159 -91.6756
21.810154 74.217 -92.1989
21.968201 74.280 -92.7582
22.127390 74.346 -93.3730
22.287735 74.415 -94.0393
22.449242 74.481 -94.7719
22.611917 74.546 -95.5666
22.775772 74.603 -96.3956
22.940815 74.652 -97.2671
23.107054 74.690 -98.1291
23.274498 74.716 -98.9783
23.443153 74.731 -99.7811
23.613033 74.737 -100.5137
23.784142 74.737 -101.1749
23.956491 74.736 -101.7445
24.130091 74.736 -102.2354
24.304947 74.743 -102.6587
24.481071 74.756 -103.0224
24.658470 74.778 -103.3683
24.837156 74.807 -103.6963
25.017136 74.841 -104.0517
25.198421 74.882 -104.4315
25.381020 74.923 -104.8567
25.564941 74.965 -105.3246
25.750195 75.004 -105.8259
25.936790 75.039 -106.3584
26.124741 75.069 -106.8983
26.314051 75.094 -107.4448
26.504732 75.114 -107.9794
26.696796 75.130 -108.5039
26.890253 75.145 -109.0143
27.085112 75.158 -109.5149
27.281382 75.171 -110.0117
27.479073 75.184 -110.5099
27.678198 75.196 -111.0160
27.878765 75.208 -111.5332
28.080786 75.219 -112.0645
28.284271 75.230 -112.6091
28.489231 75.239 -113.1673
28.695675 75.248 -113.7358
28.903616 75.258 -114.3138
29.113064 75.267 -114.8974
29.324028 75.275 -115.4841
29.536524 75.283 -116.0708
29.750557 75.289 -116.6528
29.966141 75.294 -117.2282
30.183289 75.300 -117.7933
30.402010 75.307 -118.3488
30.622314 75.318 -118.8948
30.844217 75.333 -119.4363
31.067726 75.352 -119.9753
31.292856 75.373 -120.5185
31.519617 75.396 -121.0663
31.748020 75.419 -121.6209
31.978081 75.443 -122.1775
32.209808 75.467 -122.7332
32.443211 75.491 -123.2799
32.678310 75.514 -123.8124
32.915108 75.538 -124.3268
33.153625 75.562 -124.8219
33.393871 75.586 -125.3020
33.635857 75.612 -125.7704
33.879597 75.638 -126.2362
34.125103 75.665 -126.7027
34.372387 75.692 -127.1730
34.621464 75.719 -127.6467
34.872345 75.744 -128.1221
35.125042 75.767 -128.5978
35.379574 75.789 -129.0729
35.635948 75.809 -129.5486
35.894180 75.828 -130.0256
36.154285 75.844 -130.5053
36.416275 75.856 -130.9863
36.680161 75.865 -131.4665
36.945961 75.872 -131.9430
37.213688 75.876 -132.4129
37.483353 75.882 -132.8788
37.754974 75.890 -133.3452
38.028561 75.903 -133.8206
38.304131 75.920 -134.3168
38.581699 75.940 -134.8384
38.861279 75.958 -135.3860
39.142883 75.972 -135.9543
39.426529 75.979 -136.5291
39.712231 75.981 -137.0977
40.000000 75.979 -137.6516
40.289856 75.975 -138.1866
40.581814 75.971 -138.7060
40.875885 75.966 -139.2188
41.172089 75.961 -139.7324
41.470440 75.957 -140.2512
41.770950 75.954 -140.7756
42.073643 75.952 -141.3022
42.378525 75.953 -141.8254
42.685616 75.956 -142.3413
42.994934 75.961 -142.8472
43.306492 75.969 -143.3411
43.620308 75.979 -143.8213
43.936401 75.990 -144.2863
44.254780 76.003 -144.7371
44.575470 76.018 -145.1787
44.898483 76.035 -145.6200
45.223835 76.055 -146.0708
45.551544 76.075 -146.5386
45.881630 76.094 -147.0255
46.214108 76.110 -147.5289
46.548996 76.124 -148.0426
46.886307 76.135 -148.5614
47.226067 76.144 -149.0830
47.568283 76.151 -149.6071
47.912983 76.157 -150.1321
48.260181 76.161 -150.6537
48.609894 76.162 -151.1658
48.962143 76.160 -151.6650
49.316940 76.155 -152.1527
49.674313 76.149 -152.6357
50.034271 76.142 -153.1230
50.396843 76.135 -153.6210
50.762039 76.127 -154.1317
51.129883 76.117 -154.6512
51.500389 76.107 -155.1709
51.873581 76.096 -155.6782
52.249481 76.087 -156.1594
52.628101 76.083 -156.6051
53.009464 76.087 -157.0187
53.393593 76.100 -157.4207
53.780506 76.122 -157.8436
54.170223 76.148 -158.3164
54.562763 76.171 -158.8462
54.958145 76.185 -159.4121
55.356396 76.189 -159.9749
55.757530 76.183 -160.4985
56.161572 76.172 -160.9666
56.568542 76.158 -161.3839
56.978462 76.144 -161.7637
57.391350 76.129 -162.1156
57.807232 76.114 -162.4462
58.226128 76.103 -162.7704
58.648056 76.097 -163.1169
59.073048 76.097 -163.5194
59.501114 76.098 -163.9987
59.932281 76.096 -164.5488
60.366577 76.089 -165.1411
60.804020 76.075 -165.7403
61.244629 76.058 -166.3178
61.688435 76.038 -166.8525
62.135452 76.018 -167.3289
62.585712 76.002 -167.7417
63.039234 75.994 -168.1030
63.496040 75.995 -168.4416
63.956161 76.006 -168.7899
64.419617 76.021 -169.1620
64.886421 76.036 -169.5479
65.356621 76.049 -169.9286
65.830215 76.060 -170.2956
66.307251 76.070 -170.6587
66.787743 76.078 -171.0317
67.271713 76.079 -171.4166
67.759193 76.073 -171.8010
68.250206 76.061 -172.1704
68.744774 76.043 -172.5195
69.242928 76.022 -172.8535
69.744690 76.000 -173.1820
70.250084 75.980 -173.5141
70.759148 75.961 -173.8554
71.271896 75.944 -174.2059
71.788361 75.928 -174.5599
72.308571 75.915 -174.9104
72.832550 75.907 -175.2555
73.360321 75.905 -175.5995
73.891922 75.909 -175.9454
74.427376 75.918 -176.2881
74.966705 75.929 -176.6192
75.509949 75.942 -176.9354
76.057121 75.953 -177.2422
76.608261 75.960 -177.5465
77.163399 75.959 -177.8490
77.722557 75.951 -178.1465
78.285767 75.935 -178.4399
78.853058 75.913 -178.7333
79.424461 75.886 -179.0267
80.000000 75.854 -179.3147
80.579712 75.820 -179.5940
81.163628 75.788 -179.8698
81.751770 75.759 179.8491
82.344177 75.736 179.5603
82.940880 75.722 179.2704
83.541901 75.717 178.9841
84.147285 75.721 178.6978
84.757050 75.731 178.4073
85.371231 75.741 178.1213
85.989868 75.747 177.8593
86.612984 75.747 177.6434
87.240616 75.742 177.4915
87.872803 75.737 177.3979
88.509560 75.739 177.2933
89.150940 75.744 177.0610
89.796967 75.733 176.6482
90.447670 75.691 176.1422
91.103088 75.618 175.7040
91.763260 75.535 175.4097
92.428215 75.460 175.2192
93.097992 75.399 175.0625
93.772614 75.351 174.8990
94.452133 75.316 174.7127
95.136566 75.289 174.5035
95.825966 75.266 174.2876
96.520363 75.245 174.0785
97.219788 75.221 173.8756
97.924286 75.192 173.6831
98.633881 75.153 173.5281
99.348625 75.107 173.4396
100.068542 75.063 173.4131
100.793686 75.024 173.4186
101.524078 74.989 173.4441
102.259766 74.961 173.5032
103.000778 74.946 173.5944
103.747162 74.949 173.6784
104.498962 74.965 173.7064
105.256203 74.987 173.6581
106.018929 75.006 173.5532
106.787186 75.016 173.4329
107.561012 75.020 173.3270
108.340446 75.018 173.2404
109.125526 75.013 173.1699
109.916290 75.006 173.1152
110.712791 75.002 173.0626
111.515060 75.004 172.9771
112.323143 75.012 172.8273
113.137085 75.021 172.6088
113.956924 75.030 172.3401
114.782700 75.035 172.0464
115.614464 75.038 171.7472
116.452255 75.037 171.4495
117.296112 75.032 171.1527
118.146095 75.022 170.8538
119.002228 75.004 170.5566
119.864563 74.981 170.2770
120.733154 74.954 170.0295
121.608040 74.930 169.8118
122.489258 74.909 169.6199
123.376869 74.896 169.4633
124.270905 74.893 169.3339
125.171425 74.901 169.1853
126.078468 74.910 168.9793
126.992081 74.912 168.7309
127.912323 74.904 168.4760
128.839233 74.887 168.2227
129.772842 74.862 167.9586
130.713242 74.832 167.6857
131.660431 74.797 167.4230
132.614502 74.765 167.1797
133.575485 74.741 166.9393
134.543427 74.722 166.6812
135.518387 74.704 166.4116
136.500412 74.684 166.1612
137.489548 74.661 165.9422
138.485855 74.635 165.7351
139.489380 74.603 165.5300
140.500168 74.567 165.3428
141.518295 74.532 165.1813
142.543793 74.505 165.0262
143.576721 74.487 164.8552
144.617142 74.474 164.6672
145.665100 74.463 164.4751
146.720642 74.450 164.2880
147.783844 74.430 164.1102
148.854752 74.402 163.9453
149.933411 74.368 163.7916
151.019897 74.332 163.6389
152.114243 74.298 163.4747
153.216522 74.269 163.2970
154.326797 74.246 163.1157
155.445114 74.227 162.9418
156.571533 74.209 162.7813
157.706116 74.188 162.6350
158.848923 74.162 162.4979
160.000000 74.129 162.3594
161.159424 74.094 162.2108
162.327255 74.058 162.0535
163.503540 74.027 161.8944
164.688354 74.002 161.7368
165.881760 73.981 161.5794
167.083801 73.961 161.4218
168.294571 73.935 161.2686
169.514099 73.903 161.1260
170.742462 73.866 160.9949
171.979736 73.829 160.8699
173.225967 73.795 160.7467
174.481232 73.766 160.6265
175.745605 73.740 160.5111
177.019119 73.713 160.3989
178.301880 73.684 160.2842
179.593933 73.651 160.1626
180.895340 73.614 160.0363
