* Measurement data measured by REW V5.20.9
* Source:
* Format:
* Dated: 2022/08/20 13:50:54
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note:
* Measurement: SSP L
* Smoothing: 1/24 octave
* Frequency Step: 1/96 octave
* Start Frequency: 9.928 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
271.036774 71.965 158.8705
273.000824 71.935 158.8760
274.979095 71.905 158.8732
276.971710 71.871 158.8755
278.978760 71.832 158.8929
281.000336 71.790 158.9205
283.036591 71.750 158.9456
285.087585 71.713 158.9608
287.153442 71.678 158.9686
289.234283 71.643 158.9776
291.330200 71.607 158.9945
293.441284 71.570 159.0174
295.567688 71.533 159.0403
297.709503 71.493 159.0667
299.866821 71.452 159.1061
302.039795 71.409 159.1615
304.228485 71.368 159.2250
306.433044 71.327 159.2856
308.653595 71.287 159.3379
310.890228 71.248 159.3845
313.143066 71.209 159.4328
315.412231 71.171 159.4909
317.697845 71.134 159.5624
320.000000 71.098 159.6413
322.318848 71.063 159.7195
324.654510 71.027 159.7969
327.007080 70.990 159.8781
329.376709 70.951 159.9669
331.763519 70.911 160.0634
334.167603 70.869 160.1636
336.589142 70.827 160.2608
339.028198 70.784 160.3541
341.484924 70.743 160.4477
343.959473 70.706 160.5440
346.451935 70.670 160.6438
348.962463 70.634 160.7488
351.491211 70.596 160.8578
354.038239 70.557 160.9661
356.603760 70.516 161.0717
359.187866 70.474 161.1799
361.790680 70.432 161.2970
364.412354 70.391 161.4224
367.053040 70.354 161.5515
369.712860 70.318 161.6819
372.391968 70.281 161.8149
375.090454 70.242 161.9536
377.808533 70.201 162.1004
380.546265 70.160 162.2523
383.303864 70.123 162.4023
386.081451 70.087 162.5470
388.879150 70.052 162.6896
391.697144 70.016 162.8358
394.535522 69.980 162.9872
397.394501 69.943 163.1425
400.274170 69.905 163.3020
403.174744 69.867 163.4678
406.096313 69.829 163.6397
409.039062 69.790 163.8158
412.003113 69.751 163.9955
414.988647 69.713 164.1783
417.995850 69.678 164.3616
421.024811 69.645 164.5432
424.075714 69.612 164.7245
427.148743 69.579 164.9091
430.244049 69.544 165.0976
433.361786 69.508 165.2874
436.502106 69.469 165.4794
439.665161 69.430 165.6807
442.851166 69.392 165.8956
446.060242 69.355 166.1199
449.292572 69.319 166.3453
452.548340 69.285 166.5677
455.827698 69.252 166.7873
459.130798 69.218 167.0042
462.457855 69.184 167.2198
465.809021 69.149 167.4366
469.184448 69.115 167.6581
472.584381 69.083 167.8859
476.008911 69.053 168.1195
479.458252 69.023 168.3571
482.932617 68.992 168.5972
486.432159 68.957 168.8405
489.957031 68.920 169.0898
493.507477 68.883 169.3447
497.083618 68.845 169.6010
500.685699 68.809 169.8569
504.313873 68.776 170.1141
507.968323 68.745 170.3756
511.649292 68.714 170.6428
515.356934 68.683 170.9141
519.091370 68.652 171.1894
522.852966 68.621 171.4724
526.641724 68.590 171.7662
530.458008 68.562 172.0687
534.301941 68.535 172.3733
538.173706 68.508 172.6703
542.073547 68.479 172.9541
546.001648 68.447 173.2314
549.958191 68.411 173.5192
553.943420 68.375 173.8292
557.957520 68.341 174.1576
562.000671 68.311 174.4928
566.073181 68.286 174.8292
570.175171 68.263 175.1681
574.306885 68.239 175.5086
578.468567 68.214 175.8474
582.660400 68.185 176.1856
586.882568 68.153 176.5280
591.135376 68.119 176.8807
595.419006 68.083 177.2462
599.733643 68.049 177.6200
604.079590 68.017 177.9951
608.456970 67.990 178.3709
612.866089 67.966 178.7515
617.307190 67.943 179.1378
621.780457 67.921 179.5269
626.286133 67.898 179.9167
630.824463 67.877 -179.6886
635.395691 67.855 -179.2820
640.000000 67.833 -178.8638
644.637695 67.811 -178.4417
649.309021 67.790 -178.0210
654.014160 67.769 -177.6008
658.753418 67.747 -177.1783
663.527039 67.725 -176.7537
668.335205 67.704 -176.3276
673.178284 67.684 -175.8985
678.056396 67.665 -175.4629
682.969849 67.645 -175.0178
687.918945 67.626 -174.5619
692.903870 67.606 -174.0985
697.924927 67.586 -173.6326
702.982422 67.566 -173.1657
708.076477 67.547 -172.6960
713.207520 67.530 -172.2205
718.375732 67.516 -171.7366
723.581360 67.504 -171.2433
728.824707 67.494 -170.7426
734.106079 67.485 -170.2383
739.425720 67.475 -169.7322
744.783936 67.465 -169.2239
750.180908 67.455 -168.7116
755.617065 67.446 -168.1922
761.092529 67.437 -167.6644
766.607727 67.429 -167.1316
772.162903 67.422 -166.5965
777.758301 67.415 -166.0587
783.394287 67.409 -165.5144
789.071045 67.405 -164.9602
794.789001 67.402 -164.3967
800.548340 67.399 -163.8269
806.349487 67.398 -163.2540
812.192627 67.396 -162.6810
818.078125 67.396 -162.1088
824.006226 67.396 -161.5344
829.977295 67.398 -160.9560
835.991699 67.401 -160.3734
842.049622 67.404 -159.7851
848.151428 67.407 -159.1874
854.297485 67.413 -158.5787
860.488098 67.421 -157.9622
866.723572 67.431 -157.3433
873.004211 67.444 -156.7247
879.330322 67.460 -156.1058
885.702332 67.477 -155.4855
892.120483 67.494 -154.8638
898.585144 67.512 -154.2409
905.096680 67.531 -153.6164
911.655396 67.551 -152.9890
918.261597 67.573 -152.3561
924.915710 67.597 -151.7151
931.618042 67.624 -151.0663
938.368896 67.653 -150.4151
945.168762 67.684 -149.7675
952.017822 67.716 -149.1239
958.916504 67.750 -148.4803
965.865234 67.786 -147.8346
972.864319 67.824 -147.1882
979.914062 67.864 -146.5440
987.014954 67.908 -145.9052
994.167236 67.956 -145.2730
1001.371399 68.009 -144.6452
1008.627747 68.065 -144.0229
1015.936646 68.125 -143.4135
1023.298584 68.187 -142.8234
1030.713867 68.251 -142.2535
1038.182739 68.318 -141.7016
1045.705933 68.385 -141.1669
1053.283447 68.452 -140.6517
1060.916016 68.520 -140.1599
1068.603882 68.587 -139.6943
1076.347412 68.654 -139.2536
1084.147095 68.722 -138.8340
1092.003296 68.790 -138.4333
1099.916382 68.858 -138.0504
1107.886841 68.927 -137.6836
1115.915039 68.996 -137.3314
1124.001343 69.065 -136.9936
1132.146362 69.133 -136.6694
1140.350342 69.201 -136.3556
1148.613770 69.268 -136.0491
1156.937134 69.332 -135.7499
1165.320801 69.394 -135.4585
1173.765137 69.454 -135.1736
1182.270752 69.511 -134.8923
1190.838013 69.568 -134.6147
1199.467285 69.622 -134.3423
1208.159180 69.676 -134.0755
1216.913940 69.728 -133.8144
1225.732178 69.780 -133.5579
1234.614380 69.832 -133.3035
1243.560913 69.884 -133.0490
1252.572266 69.937 -132.7940
1261.648926 69.993 -132.5389
1270.791382 70.051 -132.2829
1280.000000 70.113 -132.0252
1289.275391 70.178 -131.7661
1298.618042 70.242 -131.5065
1308.028320 70.305 -131.2467
1317.506836 70.365 -130.9861
1327.054077 70.423 -130.7234
1336.670410 70.480 -130.4581
1346.356567 70.537 -130.1909
1356.112793 70.594 -129.9211
1365.939697 70.648 -129.6474
1375.837891 70.700 -129.3708
1385.807739 70.749 -129.0934
1395.849854 70.797 -128.8143
1405.964844 70.845 -128.5311
1416.152954 70.893 -128.2423
1426.415039 70.941 -127.9479
1436.751465 70.988 -127.6495
1447.162720 71.036 -127.3489
1457.649414 71.083 -127.0478
1468.212158 71.131 -126.7456
1478.851440 71.180 -126.4400
1489.567871 71.231 -126.1302
1500.361816 71.282 -125.8173
1511.234131 71.334 -125.5018
1522.185059 71.386 -125.1837
1533.215454 71.439 -124.8624
1544.325806 71.491 -124.5367
1555.516602 71.545 -124.2064
1566.788574 71.599 -123.8727
1578.142090 71.653 -123.5370
1589.578003 71.707 -123.1999
1601.096680 71.761 -122.8616
1612.698975 71.816 -122.5227
1624.385254 71.872 -122.1831
1636.156250 71.928 -121.8416
1648.012451 71.986 -121.4968
1659.954590 72.043 -121.1474
1671.983398 72.101 -120.7911
1684.099243 72.161 -120.4265
1696.302856 72.222 -120.0547
1708.594971 72.286 -119.6777
1720.976196 72.351 -119.2965
1733.447144 72.416 -118.9106
1746.008423 72.482 -118.5192
1758.660645 72.547 -118.1229
1771.404663 72.613 -117.7224
1784.240967 72.679 -117.3180
1797.170288 72.748 -116.9104
1810.193359 72.818 -116.5019
1823.310791 72.890 -116.0938
1836.523193 72.963 -115.6856
1849.831421 73.037 -115.2770
1863.236084 73.111 -114.8696
1876.737793 73.186 -114.4646
1890.337524 73.263 -114.0617
1904.035645 73.340 -113.6593
1917.833008 73.420 -113.2568
1931.730469 73.501 -112.8555
1945.728638 73.584 -112.4573
1959.828125 73.669 -112.0626
1974.029907 73.755 -111.6711
1988.334473 73.843 -111.2842
2002.742798 73.932 -110.9044
2017.255493 74.023 -110.5318
2031.873291 74.115 -110.1638
2046.597168 74.208 -109.7976
2061.427734 74.302 -109.4313
2076.365479 74.398 -109.0636
2091.411865 74.495 -108.6947
2106.566895 74.594 -108.3267
2121.832031 74.695 -107.9628
2137.207764 74.798 -107.6060
2152.694824 74.902 -107.2581
2168.294189 75.008 -106.9206
2184.006592 75.116 -106.5941
2199.832764 75.227 -106.2784
